Time series,Ground Truth,Max Eigen Ratio,Variance of Eigen Ratio,Normalized Area Under Eigen Ratio,Min Eigen Threshold Value
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,5
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6450798924486908,12.684405480857507,5
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,5
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,5
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,5
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7131032408151182,12.98267957608334,5
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,6
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6433931726597127,12.703224481219888,6
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,6
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,6
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,6
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,6
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,7
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6433931726597127,12.703224481219888,7
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,7
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,7
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,7
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,7
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,8
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,8
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,8
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,8
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,8
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,8
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,9
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,9
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,9
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,9
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,9
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,9
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,10
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,10
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,10
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,10
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,10
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,10
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,11
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,11
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,11
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,11
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,11
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,11
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,12
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,12
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,12
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,12
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,12
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,12
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,13
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,13
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,13
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,13
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,13
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,13
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,14
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,14
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,14
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,14
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,14
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,14
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,15
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,15
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,15
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,15
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,15
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,15
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,16
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,16
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,16
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,16
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,16
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,16
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,17
